OrderID,SupplierID,OrderDate,ProcurementManager,Department,Status,Priority
500855,1008,2025-11-07,Casey Brown,Retail,Open,Standard
500856,1013,2024-12-14,Taylor Smith,Retail,Closed,Standard
500857,1001,2024-07-24,Casey Brown,Operations,Open,Standard
500858,1006,2025-08-27,Taylor Smith,Retail,In Transit,Standard
500859,1011,2024-10-08,Taylor Smith,IT,Closed,Rush
500860,1003,2025-03-24,Casey Brown,Facilities,In Transit,Standard
500861,1007,2024-03-31,Jordan Lee,IT,Open,Standard
500862,1025,2025-09-24,Taylor Smith,Facilities,Closed,Standard
500863,1012,2025-01-19,Alex Chen,IT,In Transit,Standard
500864,1014,2025-02-21,Casey Brown,IT,Open,Standard
500865,1013,2024-09-01,Casey Brown,Retail,Closed,Standard
500866,1023,2024-07-15,Casey Brown,Operations,Open,Standard
500867,1007,2025-11-12,Taylor Smith,Operations,Closed,Standard
500868,1013,2025-04-01,Morgan Patel,Facilities,In Transit,Rush
500869,1021,2025-05-23,Alex Chen,Retail,Closed,Standard
500870,1015,2025-07-31,Morgan Patel,Facilities,In Transit,Rush
500871,1016,2025-02-28,Jordan Lee,Facilities,Closed,Standard
500872,1016,2025-02-11,Jordan Lee,Operations,In Transit,Standard
500873,1008,2025-11-17,Jordan Lee,Retail,Open,Standard
500874,1022,2024-02-11,Taylor Smith,IT,In Transit,Standard
500875,1025,2025-01-31,Morgan Patel,Operations,Closed,Standard
500876,1003,2024-08-14,Casey Brown,Operations,Closed,Standard
500877,1003,2025-05-23,Jordan Lee,Facilities,In Transit,Standard
500878,1022,2024-02-26,Jordan Lee,IT,In Transit,Standard
500879,1002,2025-05-09,Casey Brown,Facilities,In Transit,Standard
500880,1005,2025-08-20,Morgan Patel,Finance,Closed,Standard
500881,1011,2024-11-24,Jordan Lee,Operations,In Transit,Standard
500882,1018,2024-07-09,Taylor Smith,IT,In Transit,Standard
500883,1011,2024-03-29,Morgan Patel,IT,Open,Standard
500884,1013,2025-07-23,Casey Brown,Operations,Open,Rush
500885,1010,2024-11-10,Jordan Lee,Facilities,Open,Standard
500886,1009,2025-07-06,Taylor Smith,Finance,Closed,Rush
500887,1007,2024-02-23,Casey Brown,IT,In Transit,Standard
500888,1022,2025-04-20,Morgan Patel,Retail,In Transit,Standard
500889,1012,2024-05-24,Taylor Smith,Facilities,Closed,Standard
500890,1018,2025-12-24,Alex Chen,IT,In Transit,Standard
500891,1018,2024-01-09,Alex Chen,Retail,Open,Rush
500892,1002,2024-11-27,Taylor Smith,Facilities,Closed,Rush
500893,1007,2024-10-25,Jordan Lee,Retail,In Transit,Standard
500894,1013,2025-04-10,Morgan Patel,Finance,Closed,Standard
500895,1006,2024-02-29,Morgan Patel,Operations,In Transit,Standard
500896,1005,2024-02-20,Alex Chen,Facilities,In Transit,Standard
500897,1001,2024-07-03,Casey Brown,Finance,In Transit,Standard
500898,1008,2025-05-25,Taylor Smith,Retail,Closed,Standard
500899,1005,2024-06-11,Jordan Lee,Operations,In Transit,Standard
500900,1004,2025-04-21,Jordan Lee,Operations,Closed,Standard
500901,1008,2025-02-28,Taylor Smith,Facilities,In Transit,Standard
500902,1014,2025-12-03,Jordan Lee,Finance,Closed,Standard
500903,1006,2024-02-12,Morgan Patel,Finance,Open,Standard
500904,1011,2025-08-19,Casey Brown,Finance,In Transit,Standard
500905,1009,2024-11-12,Taylor Smith,Finance,In Transit,Rush
500906,1022,2024-06-04,Jordan Lee,Operations,Open,Standard
500907,1013,2024-12-01,Jordan Lee,IT,In Transit,Standard
500908,1021,2024-08-16,Casey Brown,Operations,In Transit,Standard
500909,1015,2024-07-21,Jordan Lee,Finance,In Transit,Standard
500910,1011,2025-03-16,Morgan Patel,Operations,Closed,Rush
500911,1004,2024-12-26,Jordan Lee,Retail,In Transit,Rush
500912,1003,2025-06-22,Taylor Smith,IT,Open,Standard
500913,1025,2024-01-19,Morgan Patel,Finance,Closed,Standard
500914,1009,2025-05-11,Taylor Smith,Retail,In Transit,Rush
500915,1025,2025-07-07,Alex Chen,Finance,Closed,Standard
500916,1009,2025-04-26,Jordan Lee,IT,In Transit,Standard
500917,1019,2024-02-03,Casey Brown,Operations,Closed,Standard
500918,1007,2024-12-18,Jordan Lee,IT,In Transit,Standard
500919,1006,2024-02-21,Taylor Smith,Facilities,Open,Standard
500920,1008,2025-05-07,Taylor Smith,IT,In Transit,Standard
500921,1004,2024-07-02,Taylor Smith,Retail,Closed,Standard
500922,1004,2025-04-10,Casey Brown,Finance,Closed,Standard
500923,1013,2025-09-01,Morgan Patel,Operations,Closed,Standard
500924,1017,2024-02-10,Casey Brown,Facilities,Closed,Standard
500925,1023,2025-10-24,Jordan Lee,Retail,Open,Standard
500926,1003,2024-12-27,Taylor Smith,Finance,In Transit,Standard
500927,1006,2025-01-03,Alex Chen,Operations,Open,Standard
500928,1016,2025-10-22,Taylor Smith,IT,Closed,Standard
500929,1004,2024-04-06,Jordan Lee,Finance,Closed,Standard
500930,1009,2025-05-23,Casey Brown,Operations,In Transit,Standard
500931,1015,2024-11-28,Jordan Lee,Retail,Closed,Standard
500932,1002,2025-07-02,Casey Brown,IT,Open,Rush
500933,1010,2024-07-21,Morgan Patel,Finance,In Transit,Standard
500934,1008,2024-05-10,Casey Brown,Finance,In Transit,Rush
500935,1001,2024-04-07,Alex Chen,Facilities,Closed,Standard
500936,1019,2025-12-19,Jordan Lee,Finance,In Transit,Rush
500937,1025,2024-03-30,Jordan Lee,IT,Closed,Standard
500938,1014,2024-02-01,Morgan Patel,Retail,In Transit,Standard
500939,1010,2024-04-22,Casey Brown,Operations,Closed,Standard
500940,1019,2025-11-10,Jordan Lee,Finance,Closed,Standard
500941,1025,2025-09-01,Casey Brown,Operations,In Transit,Standard
500942,1003,2024-09-08,Casey Brown,Operations,Open,Rush
500943,1007,2024-02-12,Casey Brown,Finance,In Transit,Standard
500944,1011,2024-11-06,Alex Chen,Retail,Open,Rush
500945,1001,2024-07-06,Taylor Smith,Facilities,Open,Standard
500946,1003,2024-02-03,Jordan Lee,Retail,Closed,Standard
500947,1006,2025-11-26,Jordan Lee,Finance,Open,Standard
500948,1007,2024-07-27,Jordan Lee,IT,In Transit,Standard
500949,1003,2025-12-26,Alex Chen,Operations,Open,Standard
500950,1017,2025-05-24,Taylor Smith,Retail,Closed,Standard
500951,1003,2025-10-13,Jordan Lee,Operations,In Transit,Standard
500952,1014,2025-01-09,Alex Chen,IT,In Transit,Standard
500953,1006,2025-08-19,Morgan Patel,Facilities,In Transit,Standard
500954,1009,2024-05-18,Taylor Smith,Facilities,Closed,Standard
500955,1019,2025-11-27,Jordan Lee,Facilities,Open,Rush
500956,1017,2025-10-17,Taylor Smith,Retail,In Transit,Standard
500957,1021,2025-06-28,Alex Chen,IT,Closed,Standard
500958,1008,2024-08-25,Jordan Lee,Facilities,In Transit,Standard
500959,1008,2025-07-29,Morgan Patel,Operations,In Transit,Standard
500960,1022,2025-02-05,Morgan Patel,IT,In Transit,Standard
500961,1013,2025-01-23,Alex Chen,IT,Closed,Standard
500962,1020,2025-11-10,Morgan Patel,Operations,Open,Standard
500963,1016,2024-11-03,Casey Brown,Operations,Closed,Standard
500964,1014,2025-05-01,Morgan Patel,IT,In Transit,Rush
500965,1005,2025-04-13,Taylor Smith,Finance,In Transit,Standard
500966,1012,2024-03-26,Morgan Patel,Retail,Open,Standard
500967,1010,2024-02-03,Taylor Smith,IT,Closed,Standard
500968,1023,2024-07-10,Morgan Patel,Retail,Open,Standard
500969,1004,2024-09-04,Jordan Lee,Operations,In Transit,Rush
500970,1006,2025-01-19,Morgan Patel,IT,Open,Rush
500971,1012,2024-06-03,Jordan Lee,IT,Closed,Standard
500972,1013,2025-09-16,Taylor Smith,IT,Open,Standard
500973,1020,2025-06-02,Jordan Lee,Facilities,Closed,Standard
500974,1001,2025-06-23,Alex Chen,Operations,Closed,Standard
500975,1015,2024-09-08,Casey Brown,IT,In Transit,Rush
500976,1022,2024-12-26,Alex Chen,Retail,In Transit,Standard
500977,1013,2025-11-13,Jordan Lee,Facilities,Open,Standard
500978,1017,2024-03-18,Casey Brown,Facilities,Open,Standard
500979,1010,2024-09-29,Taylor Smith,Facilities,Open,Standard
500980,1022,2025-06-18,Alex Chen,Facilities,In Transit,Standard
500981,1012,2025-05-20,Alex Chen,Operations,Closed,Standard
500982,1013,2025-07-24,Morgan Patel,Retail,Open,Rush
500983,1024,2024-06-04,Casey Brown,Facilities,In Transit,Rush
500984,1011,2024-02-05,Morgan Patel,Operations,Closed,Standard
500985,1005,2024-10-04,Jordan Lee,Retail,In Transit,Rush
500986,1002,2025-06-04,Morgan Patel,Retail,Closed,Standard
500987,1009,2025-10-18,Jordan Lee,Retail,Open,Standard
500988,1014,2024-01-27,Casey Brown,Operations,Open,Rush
500989,1021,2025-11-23,Morgan Patel,IT,Open,Standard
500990,1009,2025-12-08,Taylor Smith,Retail,Closed,Standard
500991,1002,2025-05-22,Casey Brown,Finance,Open,Rush
500992,1017,2024-07-24,Alex Chen,IT,Closed,Standard
500993,1006,2025-06-17,Taylor Smith,Retail,Closed,Standard
500994,1013,2024-10-31,Taylor Smith,Finance,In Transit,Rush
500995,1010,2024-10-05,Morgan Patel,Retail,Closed,Standard
500996,1015,2024-11-24,Morgan Patel,IT,Closed,Standard
500997,1013,2025-01-05,Taylor Smith,Facilities,Open,Standard
500998,1004,2024-09-30,Jordan Lee,Facilities,In Transit,Standard
500999,1014,2025-05-28,Jordan Lee,Operations,Open,Rush
501000,1009,2024-06-04,Casey Brown,Retail,Open,Standard
501001,1014,2025-11-17,Alex Chen,Facilities,Open,Standard
501002,1023,2025-01-06,Morgan Patel,IT,In Transit,Standard
501003,1004,2025-10-07,Taylor Smith,Operations,Open,Standard
501004,1018,2024-02-12,Casey Brown,IT,Open,Standard
501005,1012,2025-09-08,Taylor Smith,Operations,Closed,Rush
501006,1004,2025-07-15,Casey Brown,Facilities,In Transit,Rush
501007,1004,2025-12-29,Taylor Smith,Finance,Closed,Standard
501008,1024,2025-10-11,Alex Chen,Facilities,Open,Standard
501009,1013,2024-12-15,Morgan Patel,IT,Open,Standard
501010,1006,2024-12-24,Jordan Lee,Retail,In Transit,Standard
501011,1022,2025-02-27,Taylor Smith,Finance,Closed,Standard
501012,1022,2024-12-12,Alex Chen,Operations,Open,Standard
501013,1001,2025-05-29,Casey Brown,Finance,In Transit,Standard
501014,1014,2025-08-14,Morgan Patel,Retail,Closed,Standard
501015,1022,2024-10-07,Jordan Lee,Finance,Closed,Standard
501016,1025,2025-11-18,Jordan Lee,Operations,In Transit,Standard
501017,1002,2024-10-16,Morgan Patel,Finance,Open,Standard
501018,1023,2025-10-24,Morgan Patel,IT,In Transit,Rush
501019,1003,2025-12-30,Casey Brown,Retail,In Transit,Standard
501020,1020,2024-10-06,Jordan Lee,IT,Closed,Standard
501021,1012,2024-04-06,Casey Brown,IT,Closed,Rush
501022,1023,2024-01-24,Casey Brown,Operations,Closed,Standard
501023,1007,2024-11-28,Alex Chen,Finance,Open,Rush
501024,1009,2025-04-02,Casey Brown,Facilities,Closed,Standard
501025,1018,2025-08-27,Casey Brown,Operations,Closed,Standard
501026,1015,2025-07-04,Alex Chen,Finance,Open,Standard
501027,1021,2024-10-28,Taylor Smith,Retail,Open,Standard
501028,1008,2025-08-05,Jordan Lee,Finance,In Transit,Standard
501029,1019,2024-10-15,Casey Brown,Operations,In Transit,Standard
501030,1025,2024-08-16,Jordan Lee,Retail,Closed,Standard
501031,1014,2024-10-01,Taylor Smith,IT,Closed,Standard
501032,1019,2024-04-01,Alex Chen,Facilities,Open,Standard
501033,1019,2025-06-08,Morgan Patel,Operations,Closed,Standard
501034,1018,2025-01-15,Taylor Smith,IT,In Transit,Rush
501035,1021,2024-03-14,Morgan Patel,Finance,In Transit,Standard
501036,1015,2025-03-17,Casey Brown,Finance,Open,Standard
501037,1020,2024-12-15,Jordan Lee,Facilities,Closed,Standard
501038,1010,2024-06-18,Jordan Lee,Retail,Closed,Standard
501039,1015,2024-01-17,Jordan Lee,Finance,In Transit,Rush
501040,1007,2024-09-28,Casey Brown,IT,In Transit,Standard
501041,1024,2024-01-24,Casey Brown,Operations,In Transit,Standard
501042,1012,2024-03-05,Jordan Lee,Operations,Open,Standard
501043,1024,2025-10-18,Casey Brown,Retail,Open,Standard
501044,1021,2024-12-29,Jordan Lee,IT,In Transit,Standard
501045,1010,2024-12-29,Alex Chen,Finance,Closed,Standard
501046,1012,2025-12-08,Morgan Patel,Facilities,Closed,Rush
501047,1011,2024-04-14,Alex Chen,IT,Closed,Standard
501048,1016,2025-04-27,Alex Chen,IT,Open,Standard
501049,1005,2025-05-02,Alex Chen,Retail,In Transit,Standard
501050,1017,2024-09-14,Morgan Patel,IT,Closed,Standard
501051,1022,2024-09-14,Alex Chen,IT,Closed,Standard
501052,1014,2025-06-15,Morgan Patel,Facilities,Closed,Rush
501053,1005,2024-05-17,Alex Chen,Finance,Closed,Rush
501054,1018,2025-08-22,Morgan Patel,Operations,Closed,Standard
501055,1015,2024-03-29,Alex Chen,Retail,Closed,Standard
501056,1003,2025-07-01,Taylor Smith,Retail,Open,Standard
501057,1015,2025-07-27,Morgan Patel,Finance,In Transit,Standard
501058,1008,2024-01-08,Jordan Lee,Facilities,Open,Standard
501059,1004,2024-04-16,Casey Brown,Finance,Closed,Standard
501060,1015,2025-03-26,Casey Brown,Facilities,In Transit,Standard
501061,1019,2024-03-10,Alex Chen,Finance,Open,Rush
501062,1021,2025-02-13,Jordan Lee,Facilities,In Transit,Standard
501063,1016,2025-12-09,Casey Brown,Operations,Closed,Standard
501064,1020,2025-05-24,Morgan Patel,Finance,Closed,Rush
501065,1001,2024-08-22,Morgan Patel,Finance,In Transit,Rush
501066,1024,2025-10-11,Alex Chen,Operations,Closed,Standard
501067,1001,2024-07-23,Alex Chen,Operations,Open,Standard
501068,1008,2025-02-15,Jordan Lee,Operations,In Transit,Rush
501069,1021,2025-07-23,Casey Brown,IT,Open,Standard
501070,1005,2024-02-12,Morgan Patel,Facilities,Closed,Standard
501071,1025,2024-04-16,Alex Chen,Finance,Closed,Standard
501072,1006,2025-06-25,Casey Brown,IT,In Transit,Standard
501073,1017,2024-04-18,Morgan Patel,Operations,Closed,Standard
501074,1018,2024-01-31,Alex Chen,Retail,In Transit,Rush
501075,1020,2025-09-26,Casey Brown,Operations,In Transit,Standard
501076,1002,2025-12-23,Casey Brown,IT,In Transit,Standard
501077,1013,2025-04-13,Alex Chen,Finance,In Transit,Standard
501078,1006,2024-01-25,Casey Brown,Finance,Open,Standard
501079,1023,2024-05-05,Jordan Lee,Facilities,In Transit,Standard
501080,1020,2024-04-23,Alex Chen,Retail,In Transit,Standard
501081,1022,2024-12-26,Alex Chen,Finance,Closed,Standard
501082,1003,2024-04-13,Taylor Smith,IT,Open,Rush
501083,1025,2024-11-12,Taylor Smith,Facilities,Closed,Standard
501084,1019,2025-09-12,Taylor Smith,Operations,Closed,Standard
501085,1003,2024-03-21,Alex Chen,Retail,Closed,Standard
501086,1017,2024-08-07,Morgan Patel,Facilities,Open,Standard
501087,1019,2025-09-17,Jordan Lee,Operations,In Transit,Rush
501088,1002,2024-01-23,Alex Chen,Finance,In Transit,Standard
501089,1002,2025-03-17,Jordan Lee,IT,In Transit,Standard
501090,1009,2025-03-28,Jordan Lee,IT,Open,Standard
501091,1001,2024-12-22,Taylor Smith,Operations,Open,Rush
501092,1015,2024-06-15,Jordan Lee,Facilities,In Transit,Standard
501093,1025,2025-09-30,Taylor Smith,Finance,Open,Standard
501094,1014,2024-01-14,Casey Brown,IT,Closed,Rush
501095,1018,2024-08-24,Taylor Smith,Operations,Open,Standard
501096,1011,2024-09-01,Alex Chen,Finance,In Transit,Standard
501097,1002,2024-04-17,Taylor Smith,IT,Open,Standard
501098,1003,2025-01-10,Casey Brown,Facilities,Closed,Rush
501099,1007,2024-06-13,Casey Brown,Retail,Closed,Standard
501100,1014,2024-09-07,Casey Brown,Operations,In Transit,Standard
501101,1007,2025-10-25,Jordan Lee,Operations,Open,Standard
501102,1014,2024-09-23,Alex Chen,Retail,Closed,Standard
501103,1020,2025-03-24,Jordan Lee,IT,In Transit,Standard
501104,1008,2025-02-04,Taylor Smith,Operations,Open,Standard
501105,1023,2024-04-03,Jordan Lee,IT,In Transit,Standard
501106,1021,2025-09-25,Casey Brown,Operations,Closed,Standard
501107,1003,2025-09-04,Morgan Patel,Operations,Open,Standard
501108,1024,2024-03-06,Alex Chen,Operations,In Transit,Standard
501109,1012,2024-03-16,Alex Chen,Retail,Closed,Standard
501110,1024,2024-04-25,Morgan Patel,Retail,In Transit,Standard
501111,1009,2025-12-05,Morgan Patel,Operations,Closed,Rush
501112,1010,2024-09-18,Morgan Patel,Finance,Open,Standard
501113,1024,2025-03-31,Alex Chen,IT,Open,Standard
501114,1007,2024-11-26,Alex Chen,Finance,Open,Standard
501115,1007,2024-04-19,Taylor Smith,IT,In Transit,Standard
501116,1020,2024-10-11,Alex Chen,Operations,Closed,Standard
501117,1006,2024-04-01,Casey Brown,IT,Open,Standard
501118,1002,2024-07-03,Jordan Lee,Operations,Open,Standard
501119,1013,2024-02-28,Taylor Smith,Operations,In Transit,Standard
501120,1019,2025-08-06,Jordan Lee,Operations,Closed,Rush
501121,1001,2024-10-29,Taylor Smith,IT,Closed,Standard
501122,1018,2025-01-07,Jordan Lee,IT,Closed,Standard
501123,1012,2024-09-14,Taylor Smith,Retail,Closed,Standard
501124,1004,2025-11-10,Jordan Lee,IT,Closed,Standard
501125,1025,2025-01-24,Alex Chen,Finance,Closed,Standard
501126,1025,2024-08-12,Morgan Patel,Finance,Open,Standard
501127,1016,2025-10-18,Taylor Smith,Operations,Closed,Standard
501128,1022,2024-04-11,Morgan Patel,Finance,Open,Standard
501129,1001,2024-10-15,Morgan Patel,Facilities,Open,Rush
501130,1004,2024-04-28,Morgan Patel,Facilities,In Transit,Rush
501131,1013,2024-04-05,Alex Chen,Facilities,Open,Standard
501132,1008,2024-06-26,Morgan Patel,Operations,Open,Standard
501133,1007,2024-05-01,Alex Chen,IT,Open,Rush
501134,1016,2025-03-30,Jordan Lee,Retail,Open,Rush
501135,1003,2024-02-28,Casey Brown,Facilities,Closed,Standard
501136,1019,2024-08-09,Casey Brown,Operations,Open,Standard
501137,1014,2024-03-02,Casey Brown,Finance,Closed,Standard
501138,1006,2025-06-18,Casey Brown,Finance,Open,Standard
501139,1003,2024-04-13,Morgan Patel,Facilities,Open,Standard
501140,1024,2025-04-16,Jordan Lee,Facilities,Closed,Standard
501141,1011,2025-10-08,Alex Chen,IT,Closed,Standard
501142,1012,2025-11-09,Alex Chen,Facilities,Closed,Standard
501143,1009,2025-05-08,Jordan Lee,Operations,In Transit,Standard
501144,1021,2025-10-04,Casey Brown,Facilities,Closed,Standard
501145,1024,2025-12-04,Alex Chen,Finance,In Transit,Rush
501146,1022,2025-05-25,Casey Brown,IT,Closed,Standard
501147,1013,2024-05-28,Taylor Smith,Operations,In Transit,Standard
501148,1022,2025-01-11,Jordan Lee,Finance,In Transit,Rush
501149,1020,2024-01-17,Morgan Patel,Operations,In Transit,Standard
501150,1007,2025-04-05,Alex Chen,Facilities,Open,Standard
501151,1007,2024-05-23,Taylor Smith,IT,In Transit,Standard
501152,1007,2025-08-20,Alex Chen,Operations,Open,Standard
501153,1006,2025-11-26,Alex Chen,Facilities,Open,Rush
501154,1003,2024-08-26,Morgan Patel,Retail,Open,Standard
501155,1022,2025-05-18,Jordan Lee,Finance,In Transit,Standard
501156,1016,2024-07-16,Jordan Lee,Facilities,Open,Standard
501157,1008,2024-10-04,Taylor Smith,Facilities,Closed,Standard
501158,1011,2024-06-30,Morgan Patel,Operations,In Transit,Standard
501159,1012,2025-08-05,Jordan Lee,Operations,Closed,Standard
501160,1020,2024-06-07,Taylor Smith,Facilities,In Transit,Standard
501161,1018,2025-05-01,Casey Brown,Facilities,In Transit,Standard
501162,1009,2024-05-20,Jordan Lee,Operations,In Transit,Standard
501163,1014,2024-10-07,Jordan Lee,Retail,Closed,Rush
501164,1019,2024-05-18,Taylor Smith,Finance,Closed,Standard
501165,1014,2024-08-27,Jordan Lee,Retail,Closed,Standard
501166,1014,2025-04-08,Taylor Smith,Finance,In Transit,Standard
501167,1024,2024-06-03,Taylor Smith,Facilities,In Transit,Standard
501168,1002,2024-04-07,Morgan Patel,Operations,Closed,Standard
501169,1003,2024-10-23,Taylor Smith,Finance,Closed,Standard
501170,1003,2025-03-06,Casey Brown,IT,Open,Standard
501171,1021,2025-11-10,Casey Brown,Operations,In Transit,Standard
501172,1008,2025-04-01,Morgan Patel,Retail,In Transit,Standard
501173,1022,2025-08-23,Taylor Smith,Retail,In Transit,Standard
501174,1014,2024-07-16,Alex Chen,IT,In Transit,Standard
501175,1013,2025-08-07,Jordan Lee,IT,In Transit,Rush
501176,1008,2025-10-20,Morgan Patel,Retail,Open,Standard
501177,1022,2024-09-20,Alex Chen,Operations,In Transit,Standard
501178,1022,2025-10-01,Morgan Patel,IT,Closed,Standard
501179,1015,2024-01-10,Morgan Patel,Finance,Open,Standard
501180,1011,2025-04-21,Jordan Lee,Operations,Open,Rush
501181,1018,2024-07-31,Morgan Patel,Finance,Open,Standard
501182,1012,2024-08-26,Taylor Smith,Facilities,Open,Standard
501183,1005,2025-01-08,Jordan Lee,Finance,In Transit,Rush
501184,1004,2024-09-29,Alex Chen,Finance,In Transit,Rush
501185,1020,2025-02-19,Morgan Patel,Operations,In Transit,Standard
501186,1019,2025-04-25,Morgan Patel,Retail,Open,Standard
501187,1012,2025-07-09,Taylor Smith,Facilities,In Transit,Rush
501188,1006,2024-11-18,Morgan Patel,Operations,In Transit,Standard
501189,1022,2025-11-23,Jordan Lee,IT,Open,Standard
501190,1021,2024-04-29,Taylor Smith,Finance,In Transit,Rush
501191,1008,2025-10-11,Casey Brown,IT,Closed,Standard
501192,1021,2024-11-04,Taylor Smith,Operations,Closed,Standard
501193,1015,2025-09-07,Casey Brown,Finance,Closed,Standard
501194,1020,2024-01-16,Casey Brown,Retail,Open,Standard
501195,1001,2024-10-05,Alex Chen,Finance,Closed,Rush
501196,1023,2024-03-28,Jordan Lee,Finance,Closed,Rush
501197,1006,2024-08-23,Taylor Smith,Finance,In Transit,Standard
501198,1001,2024-01-20,Alex Chen,Operations,Closed,Standard
501199,1005,2024-07-22,Morgan Patel,Operations,Open,Standard
501200,1012,2025-06-18,Taylor Smith,Facilities,Open,Rush
501201,1009,2025-05-05,Taylor Smith,Operations,Closed,Standard
501202,1006,2024-09-27,Taylor Smith,Operations,Closed,Standard
501203,1002,2025-10-01,Taylor Smith,IT,Closed,Rush
501204,1017,2024-12-15,Morgan Patel,Finance,Closed,Standard
501205,1018,2025-09-11,Alex Chen,Facilities,Closed,Standard
501206,1010,2025-01-29,Alex Chen,IT,Closed,Standard
501207,1016,2024-03-14,Alex Chen,Retail,Closed,Standard
501208,1007,2024-06-04,Morgan Patel,Finance,Open,Standard
501209,1003,2025-09-29,Morgan Patel,Facilities,In Transit,Standard
501210,1001,2024-05-21,Jordan Lee,Finance,In Transit,Standard
501211,1021,2024-04-20,Morgan Patel,IT,Closed,Standard
501212,1014,2025-05-28,Casey Brown,IT,In Transit,Rush
501213,1001,2024-02-28,Jordan Lee,Operations,In Transit,Standard
501214,1017,2024-08-14,Taylor Smith,Facilities,Closed,Standard
501215,1007,2025-09-21,Jordan Lee,IT,Closed,Standard
501216,1009,2025-11-09,Jordan Lee,Operations,Closed,Standard
501217,1015,2024-08-19,Taylor Smith,IT,In Transit,Standard
501218,1011,2025-02-10,Casey Brown,IT,In Transit,Standard
501219,1025,2024-02-26,Casey Brown,Operations,Open,Standard
501220,1002,2024-10-27,Taylor Smith,Finance,In Transit,Standard
501221,1006,2024-06-03,Jordan Lee,Operations,Open,Standard
501222,1011,2024-07-21,Alex Chen,Retail,In Transit,Standard
501223,1022,2025-01-06,Morgan Patel,IT,In Transit,Standard
501224,1004,2024-03-17,Alex Chen,Facilities,In Transit,Standard
501225,1016,2025-03-23,Alex Chen,Retail,Open,Standard
501226,1015,2024-08-15,Taylor Smith,Facilities,Open,Standard
501227,1012,2025-12-23,Casey Brown,IT,Open,Rush
501228,1002,2025-09-25,Alex Chen,Operations,Open,Rush
501229,1009,2025-10-14,Jordan Lee,Retail,Closed,Standard
501230,1003,2024-05-12,Morgan Patel,Retail,In Transit,Rush
501231,1010,2024-02-05,Alex Chen,IT,In Transit,Standard
501232,1017,2025-03-23,Alex Chen,Facilities,Closed,Standard
501233,1004,2025-12-15,Alex Chen,IT,Closed,Rush
501234,1005,2025-11-17,Casey Brown,Operations,Closed,Standard
501235,1006,2024-11-19,Casey Brown,Facilities,In Transit,Rush
501236,1008,2024-06-22,Jordan Lee,Facilities,Open,Standard
501237,1011,2025-12-25,Taylor Smith,Finance,Closed,Standard
501238,1018,2025-04-14,Alex Chen,IT,Closed,Standard
501239,1016,2025-01-30,Jordan Lee,Retail,Closed,Standard
501240,1025,2024-10-22,Morgan Patel,Finance,Open,Rush
501241,1024,2024-05-12,Jordan Lee,Operations,Open,Standard
501242,1011,2025-06-09,Jordan Lee,IT,Closed,Standard
501243,1016,2025-06-09,Jordan Lee,IT,In Transit,Standard
501244,1006,2024-11-16,Taylor Smith,Finance,In Transit,Rush
501245,1014,2025-11-06,Alex Chen,Finance,Closed,Standard
501246,1012,2025-08-11,Alex Chen,Retail,Open,Standard
501247,1002,2024-02-10,Taylor Smith,IT,Closed,Standard
501248,1012,2024-09-29,Taylor Smith,Retail,Open,Standard
501249,1013,2024-12-27,Morgan Patel,Operations,Open,Rush
501250,1001,2024-08-20,Morgan Patel,Retail,In Transit,Standard
501251,1021,2024-09-07,Alex Chen,Finance,In Transit,Standard
501252,1010,2024-06-03,Taylor Smith,IT,In Transit,Standard
501253,1014,2025-01-24,Taylor Smith,Finance,Closed,Standard
501254,1023,2025-07-06,Taylor Smith,Operations,In Transit,Standard
501255,1006,2024-12-19,Taylor Smith,Retail,Closed,Standard
501256,1002,2025-10-30,Casey Brown,IT,Open,Rush
501257,1015,2025-04-26,Jordan Lee,IT,In Transit,Standard
501258,1008,2025-01-04,Alex Chen,Operations,Closed,Standard
501259,1001,2024-11-30,Alex Chen,IT,Closed,Standard
501260,1020,2024-03-13,Alex Chen,Operations,Open,Rush
501261,1015,2024-07-22,Morgan Patel,Facilities,Open,Standard
501262,1010,2025-01-22,Casey Brown,IT,Open,Standard
501263,1024,2024-12-19,Taylor Smith,IT,In Transit,Standard
501264,1004,2025-08-10,Casey Brown,Retail,In Transit,Rush
501265,1016,2024-03-11,Morgan Patel,Operations,Open,Standard
501266,1008,2025-11-12,Jordan Lee,IT,Closed,Standard
501267,1012,2025-07-09,Alex Chen,Retail,In Transit,Standard
501268,1015,2024-02-05,Casey Brown,Facilities,In Transit,Standard
501269,1023,2024-01-25,Jordan Lee,Operations,Open,Standard
501270,1017,2024-07-07,Taylor Smith,IT,In Transit,Standard
501271,1008,2024-04-13,Casey Brown,Finance,Closed,Standard
501272,1024,2025-01-10,Morgan Patel,Facilities,Closed,Standard
501273,1023,2025-10-14,Alex Chen,Finance,Open,Standard
501274,1010,2024-12-01,Taylor Smith,Finance,In Transit,Standard
501275,1018,2025-05-18,Casey Brown,Finance,Closed,Standard
501276,1013,2025-09-11,Casey Brown,Finance,Closed,Rush
501277,1021,2024-01-18,Casey Brown,Retail,Closed,Standard
501278,1002,2025-01-05,Alex Chen,Retail,Closed,Standard
501279,1017,2024-01-24,Jordan Lee,Facilities,In Transit,Standard
501280,1018,2024-06-07,Jordan Lee,Finance,Closed,Standard
501281,1015,2025-10-08,Alex Chen,Finance,Open,Standard
